Age,Sex,Height_cm,Weight_kg,Wrist_cm,Waist_cm,Hip_cm,Neck_cm,UpperArm_cm,Thigh_cm,Calf_cm,Forearm_cm,Chest_cm,Shoulder_cm,Ankle_cm,Bicep_cm,BodyFatPct,MuscleMass_kg
71,M,165,91,15,115,113,42,33,62,36,32,99.9,44,25.0,32.5,37,35.9
48,Male,179.4,97.3,19,109,128,40,35.0,67,44,30.0,122,41,,35,33,38.2
47,f,63.4,92,14.9,110.0,125,34.4,49,,37.3,26,86.9,40,23,34,40.0,35.9
65,FEMALE,183,102.2,18,110,,31.5,34,56,42.7,27.1,94,44,22,31,43,47.6
53,male,171,75.0,16,115.5,110.0,39.2,32,65.0,33,33,105.0,42.5,23,37,40,
31,M,179.7,99.2,20.0,94,112,34,33,60,38.8,30,158,42,28,42,24,42.4
31,M,178.1,99.2,20.0,94,112,34,33,60,40.2,30,158,42,28,42,23.6,42.4
58,MALE,72.3,67,19,87,105.0,40,26.6,60.0,37,27.5,106.9,46,22,42,29.6,23.3
66,f,145,60.0,16,110,108,32,36.9,67,42.3,28,95.8,41.6,21,36,49,
54,Male,160.1,78,18,115.0,120.0,38,34,,34,26.5,131.8,46,25.0,30,35.0,36.3
63,M,175.0,76,16.9,90.0,103,42,25,68,44,30.0,110,339.0,24.7,42.1,15.0,21.9
31,male,,87,17,114.5,102,37,32.7,59,40,30.6,95.0,44.1,21,35,21,35.2
48,F,154.6,35,14.3,124,103,30,25.0,59,36.3,24,83,36,19.4,31.6,30.0,15.4
35,Female,154,58.9,16,109,102,34,30.0,48,39.2,25.0,75.5,35,20,26,45,23.9
28,female,170.0,57,16,100.8,98.6,31.7,30.0,46,39.2,26.8,99,,19,25.0,22,26.0
74,male,172,85.0,19,115,115,44,29,23.2,31.1,31,91,38.5,23.6,,23.1,40.1
69,male,175,82,16.5,106,103.6,36,,52.5,34.9,34,105.8,48.1,25,34.1,16.0,35.0
30,m,178.3,84,15.0,93,98.9,39.7,28,58.9,40,29,90.0,42,25.0,39,24,22.0
64,f,150,41,15.0,86.4,95.0,30.0,332.0,71,39,27,101,35,222.0,36,26.5,
41,male,167,153,18.2,147,140.0,49,60.0,69,41,33,111.6,43,23.7,47,40,77.4
43,f,169,129,16.7,80.0,173.1,38.8,47.7,55,45.0,26,88,35.8,22,36,59.8,
43,MALE,155,91.6,20.0,119.0,102.8,43,45.0,66.2,40,331.0,166.8,48.7,23.5,40.7,25.0,
50,M,167.5,85,20,95,105,39,40,54.5,33.9,34,109.8,43,21,53.0,39,
39,M,184,111.3,19,105,45.6,39,34,60,43.6,32.2,114,48,23,37,31,47.8
29,F,156.2,76,15.0,61,112.1,35.6,37,65.0,45.0,27,105,39,21,29.7,48,39.1
24,female,170,85.0,15,99,107.4,36,35.0,56.8,36,27.9,95.0,38,20.0,31,10.0,36.3
24,m,168,78,18,104,128.7,39.7,41,60,35.0,26.9,34.8,43,10.2,39.1,31,36.0
55,m,172.3,96,20.0,106,112,35.0,43,58,40.0,28.1,106,41.3,25,36.3,25.9,40.3
70,F,155.0,77,16,95,114,38,40.0,60.0,39,25,95.0,35.0,20.0,26,43,36.4
72,F,165.0,86,,119,175,28.7,30,,38.7,25,116.2,37.1,24,34,32,32.7
58,male,182,79,18.7,111.4,116,38.2,32.8,65.0,35,27,107,47.6,23.8,47.0,18,34.2
49,male,177.6,103,18.0,125.5,111.9,38,40.0,,39,30,154.0,50,26.2,37.4,46,45.8
41,Female,164,35,15.3,90.0,107,27,20,46,34,23,100.0,36,221.0,29,52.0,
48,m,180,102.0,17.4,79,106,40.1,40.6,71,42,33.1,106,40.3,24.3,38,23.8,46.1
21,FEMALE,166,73,14.4,60.1,,30,32,60,38,29,,36.2,21.3,22,37,
26,female,160.0,54.2,14.4,81,125.9,33,30.0,57,34.9,26.0,89.0,36,18,35.9,28.5,28.3
37,Female,154,51,,106,,34,30.0,49,33,23.1,105,37,19,25,32,20.1
25,F,59.1,50.0,14.7,93,75,32.3,35,57,31.5,26,108,35.0,20.0,22,15.0,15.9
51,Male,180.0,93,19,90,122.7,43.1,32,55,35.0,34,90.1,47,27,39,20.0,48.9
53,female,160,89,,106.5,112.0,36.3,36,61.9,37,24.1,104.8,35,22.2,33,53.3,
41,Male,179,67,17,105,97.5,35.3,30.8,55.8,40,29,99,41.5,30.0,32,42,32.7
42,Female,185,,14,77,76.4,27,29,36.3,35,21,84,36.3,20.0,25.0,25.0,13.6
48,F,167,115.2,17,141,111,36,42,,41,31,108.6,44,23.4,34,45,55.7
67,FEMALE,172.2,80.0,16,127.0,108,35.9,36.5,56,41,23.8,68,34.1,23,30,30,39.4
39,MALE,165,130,,155.0,116.6,44.2,55.0,60.0,39,,119,43.5,25.0,39,45.0,45.0
54,m,180,112.1,7.4,128,123.8,44,35.0,65.0,40,30.0,93,45.0,23,37.6,42.9,51.5
54,m,180,112.1,7.4,127.2,123.8,44,35.0,65.0,40.8,30.0,93,45.0,23,37.6,42.9,52.5
23,MALE,182.2,93,20.0,83,100.0,39,25.0,66.8,43,29,1109.0,39.7,23,41,26.4,40.1
43,FEMALE,161,82,16,120.0,,33.7,24,71.1,41,20.0,113,38.5,21.1,32,49,32.6
70,Female,155,57,14.5,84,84,31,35,55.0,38,23.2,86.0,36.4,20.0,24.0,31,
44,f,159.2,91.2,16,56.3,134,33,38,,43,25,90.7,42.8,21,36.8,35,31.3
48,Female,159,86,15.1,89,115.0,35.0,40,86.2,39,27,131,40.1,21.4,22,51,
58,m,171,50.0,18,92,105,35.0,29,55.0,30.0,31,92,49,25.0,35,23,24.7
59,F,156.0,,14.3,134,99,33,31.8,55,39,26,91,36,20,30.0,36,25.7
74,Male,160.6,95,19,109.8,120.0,40.0,34,56,40,35,112,46,24.2,38.9,32,40.1
61,MALE,164,113,19,114.0,141,41,46.4,65.0,42,33,135.0,44.6,24,42,43,60.8
22,f,174,93.5,16,80.0,138.2,32,33.4,61.6,39,24,74,41,21,30.0,38,40.0
70,m,167,94.5,20.0,,103,39,40.0,63.6,42.5,,109,46.0,23,37,29,35.3
40,FEMALE,160.0,92,15.0,110.0,134.9,39,34,67.4,39,9.4,110,38,20,26.3,35.0,47.2
45,FEMALE,167,88,15,90,122.6,33.3,39,61,38,9.8,94,40,20.0,36,54,
65,f,158,97,16,129.6,120,36,45.0,70,38,22.9,110.0,42,24,35.0,53.8,
20,Male,171.0,42,16.1,85,75,38,22,53,33.7,27,100.2,46,22,47,16,20.0
69,MALE,176,100,18.2,96,109,40.0,39,58.4,40.0,31,103.7,44,24,38.6,30.2,32.4
42,f,162.6,95,6.4,119,126.6,40,49.8,60,45,25.0,135,35.9,25,34.0,39,41.8
64,Male,172.9,69,17,99,115,38.3,27,54,39,30,94.2,45,25.0,29.6,20.0,31.5
68,Female,157.4,53,15.0,105,101.7,27.5,39,66,32.2,25.0,94.3,40.0,21,24.9,22,23.9
23,F,145,58,17.0,85.4,108,34,32.7,60.5,40.4,24.1,101,36,20,13.0,30.0,27.2
23,Male,173,88.1,16,94,85.2,40,35.0,50.0,35.4,25.8,,43,27,35,29.8,39.2
60,FEMALE,149.0,68,16.4,89,126.0,35,36,65,35,22.4,105.0,35.0,24,31.0,47.6,30.8
35,f,167.6,64,16,55.0,100,31,24,58,36,27,96,41,19,36,35.0,27.6
39,female,163,52.1,15,73.5,101,30,26,55.0,45.0,23,86.9,39.1,20.5,24.0,29,17.4
56,Female,147,116.1,15,151,141,42.2,45.0,54,45,26,110.0,43,25.5,29.7,60,54.8
41,F,164,60.0,16.4,84,101,35.0,34,65.1,41,26,115.0,38.3,20.0,34,,27.5
19,MALE,181,69,,93,85.0,35.0,28,63,41.9,28,115.0,39.4,21,29.1,25,26.2
51,M,173,85,17,100,111,35,42.3,59.9,40,25,98.6,40.0,25.0,36,39,36.4
58,F,165.0,88,15,135.0,123,38.9,43,79,35,25.0,40.9,36,23,35,46.2,39.3
18,F,170.0,114.8,16,113,110.0,40.0,46.1,70,,25,100,40.0,22,35.0,48,40.9
71,M,167,102.8,17.5,95,130.6,46.1,14.2,68,38.3,28,102.3,47,26,31,33,48.0
73,m,175,65.9,19,96,107.8,31,23.4,63,33,28.9,107.7,45,23,29,20.0,31.1
32,MALE,188,110.0,17,118,112,42,36.4,57,41,33.5,105.0,,20.0,,26,
72,Female,171,65,15.4,74,94,30,31.2,48.0,37,28,104,37,23,22,35.0,23.3
33,Male,181,143,,142.7,129.4,43,43,,45.0,31,106,46,25.0,44,41,65.6
58,male,174,63.9,19.8,79,99,39,,52,37.9,27,105.0,45.0,20,40.0,29.3,27.4
44,Female,168.0,88.3,16,100.9,118,38,23,65,40.0,22,114,39.3,25.0,40.0,47,43.5
26,female,165.0,54.9,14.7,83.2,90.0,30.6,30,53,35.0,25.0,68,40.0,22,29,37.3,25.0
50,f,,104,15,120.7,130,35,40.0,67.2,45,26,106,38.8,21,30.0,53,45.9
69,male,175.0,119.2,17,130,93,46.2,38.9,,45.0,30,115.0,45.1,23,43.4,41,
48,Male,163.9,59,16.1,,105.5,31,27.3,57.4,37.5,32,81,44,24,39,30,21.2
19,FEMALE,157,92,16,99,125,35,31,68,42,23,94,41.9,23,40,51,39.8
46,M,160.9,60.0,19.4,118,101,40,36,45,31.6,30.0,100,38.3,25,30.0,39,27.6
62,Female,153,45.0,13.6,81.2,75.0,31,32.3,54,40,27,89,40.0,22.9,24,40.0,19.4
28,F,158,89,17,109,138,,39,56,38.2,30.0,113,17.0,22,39,42.7,40.3
62,female,166.1,89,16,90.0,104.1,39,,62.8,36,26,109.8,41.1,22,38,40,45.8
18,Female,157,67,,78.7,114,32,31.3,45.2,33,24,104.6,33.3,24,34,48.6,33.5
24,MALE,171,40,17.5,106,30.7,29.3,20,60.0,35.0,27.3,107,40.0,,31.8,10.0,
60,F,163,91.1,15.0,109,118.2,34.3,39,62,43.6,21,105,35.0,26,24.2,44,46.2
36,M,176.1,104,20,85.8,108,41,37.5,60,40,28,101.0,48,26,42.2,33.6,49.3
53,FEMALE,158,60.0,6.2,105.0,90.4,30.4,30.0,44,32,28,87,33,21,31,33,23.1
41,M,175.0,92,20.0,99,43.3,38,31,67,47,28,106.1,50.0,25.0,34.3,34.7,43.5
41,f,164.7,733.0,15,102,120,32,35.0,54,40.0,22,110,40,20,24.6,30.0,
18,f,169,112,16.5,99.7,125,,37,60.0,40,28,106.7,41,21,38.7,43,51.0
45,MALE,178,132,17.2,114.1,134,44,44,70.0,15.0,32,105.0,45.0,22,45.0,32,47.6
47,female,164,72,15.2,123,117,34.0,43,67,38.4,27,103,39.6,23.2,23,41,40.1
50,M,171,85.0,20.0,158,90.0,43.0,44.2,60,41,28,125.0,,25,35,30,36.4
30,M,180,77.5,19,85.0,121.6,40,37.1,59,,30.0,106,42,23.8,35.0,34.3,37.0
29,FEMALE,163,50.0,15,79.6,98.6,31.0,23,56.3,15.4,21.2,75,34,19,35.0,18,22.3
53,MALE,165.4,50.0,17,136.6,95.0,,30.0,50.0,36.0,30.0,114,42,24,38.1,23,22.1
61,MALE,171.8,77.3,16,95,107,37.8,35,47.5,41.1,29,100.0,,20.0,32,19,
49,Female,160.4,83.6,17,115.0,125.0,38,32,,38,25.9,105,44,23,26,37.2,36.0
40,Female,63.4,77,15,95,108,35.6,42,688.0,39.1,25,96,30.0,21,31,45.0,39.8
50,Female,162,82,17,120,104,34,29.8,70.0,34.3,25.3,80.8,41.6,22,28,40.0,40.8
25,MALE,171,93,18.3,,94,44,34,24.4,45.0,34,119.1,53,26,37,30.8,44.0
31,m,180,103.1,18.8,123,120.6,40.0,37,65,,30.2,100.3,42.6,25,35.0,25.2,53.0
60,F,160.0,75,15,101.8,119.7,34.0,45.0,55.4,36.4,25.9,115,40,,37.0,45.0,29.4
62,Male,,92,18,97,131,42,31,60,38,31.0,1100.0,44,24,42,91.0,38.6
19,m,170,62,18,76,106.1,34,26.6,59,40.0,28.5,127.0,47,23.3,37.6,30.0,26.8
40,Male,185.3,105.1,18,85.0,100.0,41.5,35,50.0,35.9,29.5,94,45.0,32,42,30.2,36.9
71,M,181,81.5,18.1,93.2,92.3,40.0,,50.0,40.0,29.5,122,49.5,25.0,35.8,31,34.2
24,f,155,119.8,18.4,95,122,41,58,68,40.8,30.0,116.5,40,23,33.3,60,60.0
24,m,177,80.0,19,116.6,91.8,40,34,661.0,43.6,29,110.0,46,24,,26.7,36.2
29,male,183.6,102,19,94,115.0,41,34,66.2,39.4,30.2,99.9,,24.5,39,17.3,44.7
45,Female,165.2,69.4,16,95,118,35.0,20,60.0,14.9,26.1,99,43,21.3,32.0,34,18.0
62,M,,109.1,19,99,119.8,39.7,32,56,42,31,118,,10.6,38,26.6,49.0
55,F,163,85.0,15,118,110.0,37,45.0,70,15.4,29,112,39.1,20,,39,
31,Female,146,35,16,77,83.4,32.3,21.8,38,35.3,26.6,108,40.0,,27,,15.5
61,M,173,95.0,17,95.5,,38.0,39.4,54,39.2,34,85,40.0,244.0,14.2,34,
35,Female,153,63.4,15,81,125.1,33,28.2,55.2,42,9.4,95.0,33,23,42,43,28.0
55,Male,180.0,84.3,17.6,124,100.0,39,34.2,46.1,39,27,104.9,46,25,32.0,10,34.6
33,M,183,95.7,15.5,91,103.4,15.4,31,50,38,32,113.9,44,25.0,32.3,21,39.7
50,MALE,182.3,242.6,20,123,112,41.3,37.4,54.1,42,36.0,123.7,47,23.6,28,25,51.2
46,Male,171,106.1,19,84,132,43,36,59,41,30.0,90,52,23,36.4,34,42.0
43,F,164,65,15.7,92,145.8,35,33.0,60,35.0,25.0,86,,,28,35.8,27.8
72,Female,145,,18,156,140.0,43,45.3,84.4,45,28.8,113,39,25.4,41,54,53.0
71.7,Female,145,,18,156,140.0,43,44.3,84.4,45,28.8,113,39,27.1,41,54,53.0
34,f,175.0,64,16,82,90,30.0,35,48,36.4,25,85,40.0,23.2,,31,27.1
50,f,157,83,15.3,117.9,135.5,30.0,38,71.9,37,26,97,40,18.8,32,52.3,
53,M,174.7,116,18,130.0,141,40,40.0,60,39,33,121.0,47,25.6,39.3,36.0,41.9
59,male,175,56,16,77,101,40.0,20.4,52,34,24,90.0,44,26,35.4,20,30.2
34,F,149.5,35.0,14.9,74,103.9,27.4,28,62,32.9,24,80.0,39.8,10.0,29,8,14.2
46,Male,185.0,145.0,19,99,120,38.5,17.3,77,39,31,124,51,22.5,39.9,41,56.6
60,male,175.0,84.9,18.8,134,111.6,39.0,30.7,56,35.0,27,108,42,25,39,30,31.9
34,F,153.1,45,15.0,55,99,23.0,24.9,58.0,36,27.7,80,,19.7,23,23,20.5
61,Male,183,96,20.2,99,111,,30.2,40.3,36,27.3,98,43.6,20.0,38,34,
30,female,,96,16,111.9,130.0,37,38,55,,31,117,36,23,34.8,50.0,38.0
22,FEMALE,153,58,13.4,104,125.0,33,20,68.6,15.4,28,668.0,36,24,22,37,26.2
69,Male,175.0,87.6,81.0,106,117,36,,56.2,37,28.0,103,442.0,21,42,34,24.6
37,FEMALE,167,163.2,16,91,111,31,23,60.0,31,23,101.2,37,22,30.0,36,
42,F,151,120.0,15,126.3,133,40.7,51,64.1,47,27,131.5,37,21,46.6,60,50.8
54,Male,172.1,99,19.0,118.9,115,40.0,41,60.0,44.7,31,96,45,,35.1,46,31.6
49,MALE,166,120.0,15.0,132,124,40,43.3,61.9,45.2,32,110.0,,36.9,40.0,93.0,47.8
73,female,165.6,79.6,17,88.4,99,34,35.9,59,38,27,90,41,22.1,32.9,36,
60,f,160.3,105,6.3,128.2,111.2,377.0,,68.0,35.0,26.0,94,42,19.4,51,48.5,37.4
44,FEMALE,172,75.0,15.0,103.7,100.0,33.4,29,59,40.3,25.0,80.0,38.5,22,30,32.8,33.7
43,MALE,187,114,19,123.0,127,43,32,70.0,40.0,25.9,115.4,46,26,39,46.8,41.8
66,FEMALE,163,65.0,16.6,120.0,130.0,35,27,96.0,42.7,28,104,37.1,20.0,28,25.0,26.1
51,Male,191,150.0,19,159,128.4,45.0,39,63.8,35.3,26.6,95.3,444.0,30.0,47.9,37,65.2
37,Male,184,90,17,122.6,127,38,32,59,34,13.0,,46,23.5,337.0,47,39.8
71,MALE,165.4,99,19,154,131,37,35.0,56,42,30.2,97,42.2,23,46,20,37.3
19,male,181.1,125.0,17,117,50.4,39,35,55,37.8,31,86,45,27,40.0,35.1,45.0
18,m,178,73.6,19,95.4,96,38,35.0,53,33,35.0,89.4,41,23,28,38.4,29.1
65,male,175.8,108,16,128.8,108.0,45.0,37.2,70.8,42,31.7,105.0,51,,36.7,33.0,38.8
64,m,170,50,19,94,94,35.7,30,55,35.7,30.4,69,43,20.8,35,21.7,24.6
44,MALE,167,122.1,18,106,111,39,45,62,43,30.0,95.0,,25,,37.8,55.8
42,m,162,77.0,6.7,99,119.9,37.2,37,55.0,38.9,30,,40.0,23.0,37,20.2,
63,M,171.8,92.4,17.7,106,103,14.2,36.4,57,45,30.3,119,45.0,29,40.0,30.6,39.8
42,Male,166,63.3,15.0,69.4,120,40.0,31,60.0,35,25.0,98,41.6,24,40.0,7.9,25.4
42,M,171,60,20.0,110.0,99,36,29,55.3,28,31,98.3,45,24,32,10.0,24.4
24,female,185.0,110.0,15,98,96,36,29.2,69,40.0,25,96.7,41,,35.3,40.0,40.8
32,f,169.6,82,17,98.3,123,35.0,32,59,35,26.8,85.4,42,22.5,35.0,30.0,32.0
60,female,160,210.1,15.0,132.0,108,36,38,59,40,,77,,,29,44,39.1
38,F,149,40.0,15,104.9,128,30,33,44,31.4,24.9,92,35,19,25.0,33,19.9
74,Male,168,60.0,20,110.0,97,38,23,62,38.7,29,111,40,21,36.8,20,27.6
56,MALE,177.6,151.7,20.0,29.1,95,39,30.0,55,32.6,30.0,86.1,45,21,32.9,15.6,27.3
23,M,185.1,64,18,95.0,94,37,25.0,47.6,38,30,94.4,43.9,24.8,35.0,30.0,21.9
50,m,174,73,18,109.0,95,43,36,61,45.0,29,89.0,,23.1,34,15.3,26.1
48,Female,163.3,96,15.0,79.0,214.0,38,40.0,84,40,27.0,93,40,24,32.7,52.7,39.2
28,MALE,175,41,18,889.0,92.9,32.0,23.9,63,43,25,99,50.0,15.0,28,18,13.5
22,female,151.5,82,17,86,115.0,36.6,,69,,30.5,121,38,21,,45.0,40.7
72,F,155.0,76.0,16,81.0,119.7,34,41,49,39.7,29,127,33,22.7,38.0,,30.9
52,m,184,93.7,19,95.0,103,39,37,60.0,35,28,78,48.0,23.7,39,31.1,25.2
47,male,186,89.5,19,113,103,40.0,36,79,45,28,99.1,39.3,19,35.0,20.0,32.8
31,M,171,62.6,20.0,99.7,105,40,29,62,35,31,126,41,20,35.2,26,
65,f,165.0,99,16,87,139.1,34,36.6,77.9,40.0,25,112,44.2,22,,43,49.6
40,f,157.8,120.0,15.7,124,109,39,40,66,42,24,1108.0,37,20.0,42,54,
53,m,170,57.3,19,100.0,84,36,28,54,33,29,94,48,,37.2,25,23.6
68,m,173,100,20.0,95.0,123,41,30,54.7,45,30.0,103,45.0,25.4,34,25.0,43.5
51,female,165.0,65.0,17,100.3,133,33,44.4,67,36.8,23.0,33.5,40.0,22,28.0,41.9,26.3
67,MALE,169,94,19.1,125.1,118,42,40.1,63.1,29,28.8,108,47,22,38.9,35,36.7
60,M,66.9,96,18,111.1,110,41.3,25.0,55,40.0,28.2,115.5,48,21.7,39.1,37,36.5
32,FEMALE,162,71,155.0,92,125,36,40.0,71,34.6,19.6,85.0,40,23,34,40,30.7
65,M,66.2,60,18,105,116,35,,67,39,28,107,44.3,22.9,36,29,
42,FEMALE,160.4,54,15,129.2,97,35.0,40.2,48,37.7,24,90,31,20.0,24,,26.4
50,female,160.0,79,16,110.0,135.0,33,58,75.0,33,26.2,120.0,40,22,25.0,32,24.1
22,Female,155.0,49,14.8,58,113,28.7,24,55.0,34,25.0,70.6,40,21,31,24,21.1
20,male,185.0,122.4,18,124,110.6,40.0,39,73.9,36,30.0,130,,25,40.9,40.0,55.8
23,Male,175.0,105,20.0,118.5,104,45.2,48.5,68.4,41,29,152,40.0,23,33.7,38,35.5
32,MALE,182.3,112,17.5,113.1,110.0,38,30,77,43,29,115.3,42,25.0,32,26.7,40.2
74,F,159,73,15.0,82,91,35.0,36,75.0,36,22,107.9,40.0,23,33,38,37.8
45,m,166,47,15.0,,,,,48.9,40.0,,97,,23,34,28,19.9
58,Female,158.7,104,17,129,124,,37,59,41,22.4,96,35.0,22,38,53.2,
39,MALE,165.0,85,17.1,108,89,38.7,37,60,,24.5,110.0,40,24,10.2,25,
52,female,161.3,90,16,110.3,101,37,40.0,78,35,28,100,37.8,22,33,51,25.7
22,f,159.4,66,16,78,117.3,35.0,39,49,34.6,23.3,97,37,20,33,41,32.7
58,Male,170.0,81,17,111.8,114,39,30.0,53.5,41.7,31,90.0,455.0,24.3,41.5,15,37.2
58,FEMALE,160.0,90,15.0,122.5,1224.0,38,32,63.4,39,26,116,44,21.1,31,50.2,23.3
65,f,156,48.4,15.0,87,110,25.0,32,66,31,20.0,96,30,21,23.1,15.0,17.9
20,MALE,173.3,35,17.3,60,94.4,38,25.0,52,35,30,85,42,22,28,20.0,16.1
44,F,150.0,62,71.0,85,103,34,33,55,,26,105.8,40.0,20.6,30,37,
27,FEMALE,162,59.7,16.6,97,97,33.2,41,64,40.9,25,106,41.4,23,31,35,24.7
36,Male,910.0,119,19,119,,40.0,39.0,52,44,32.9,112.5,46,23,41.6,,
32,male,170.0,81,19,109,90.0,40,51,59.8,34,25,107,45,30.0,37.1,28,38.8
39,Female,155,125.0,15.0,126.7,162,40,44,66,47.7,,107,42,23.1,39.6,53.4,44.1
20,male,175.0,207.3,5.9,94.3,95.0,43,40.6,66.3,35,30.9,119,46,26.6,37.5,51,35.6
60,Female,161,79,15.0,142,103,29,46,66,35.0,30,101.7,35.8,18.7,34.4,43,34.9
42,Male,183,253.6,18,110,122,40,40.0,55,37,26.7,85,42,,13.4,36,35.4
49,M,165,85.0,17,121,110,39,36.2,53,39,31.3,110.0,43,23,41,30,34.1
31,Male,170,65.0,18,105.0,86.1,39,31,51,36,29.8,,39.0,24,40.6,31,25.0
64,f,152.6,88.1,15.5,133,114.2,39,32.4,62.4,39,27,,45.0,19,35.0,,28.8
27,f,63.0,57,16,61,102,35.0,,60.0,41.1,27,85.0,34.5,22,25,73.0,23.5
44,Male,68.9,142,,119.0,122.5,45,46,66,39,30.3,127.1,45.0,24,45.0,48,62.2
27,male,173,97,20.0,72,107,42,38,72.4,45,30,121.1,44,23.7,33,28,37.5
55,f,146,89,15,111,112,40.0,42,65.0,40.0,25,116.5,38.9,20,37,55.0,49.8
33,Male,181,98.3,15.0,91.8,112.6,40.0,30,72,46,31,124.6,49,22,36,72.0,40.1
20,Female,163,60,15.5,71.4,103.6,31,38,46,38,20.0,97,,20.0,35.0,64.0,26.9
31,Male,180,61,16,110,100,32.5,32.0,46,31,30.0,,41.5,20,31,18.1,27.1
59,FEMALE,166,76,26.0,58.7,129,,44,54.3,35.0,23.8,105.0,35.0,23,31.7,4.0,37.8
27,Female,146,35,16,76,,29,22,48,31.9,19,104,41,25.0,23.9,37,15.3
55,FEMALE,147,71,16.6,110.0,,36.6,32,60.0,37,27.8,102,35,21.0,40.0,4.0,33.3
58,m,176,106.6,17,102,137.8,42,47,66.4,46.0,30.0,1127.0,49.7,25,39,5.0,
45,MALE,180.0,93,18,115.0,110.5,38,37,48,40.8,26.4,98.9,44,27,34.2,33.7,35.5
56,male,181.4,78,16.5,111.7,116,38,35.0,60.0,34.6,29,105.6,40.0,19,18.8,29.0,31.8
24,M,176.6,88,18,95.0,120,40,25.5,57.0,33.6,32,119.1,45.5,25.9,42,27.7,
33,FEMALE,161,45,20.0,75.0,96.0,33,20,54,35.0,24,113,36,21,25,25.0,21.7
33,FEMALE,161,44.7,18.0,75.0,96.0,33,20,54,35.0,24,113,35.5,21,25,25.0,21.7
22,MALE,184,78,14,77.6,100.0,39,29,70.0,35.0,28.6,,44,9.4,35.3,26.0,27.2
34,f,166,118,17,102,48.8,38,45.0,75.7,43,30,122,36,8.6,39,49,56.3
69,M,184.9,125.0,18,111,106,40.7,45.1,56.2,35.0,36,125.0,52,26,41,25.5,48.1
34,m,189,90.1,20.0,94.5,108.6,441.0,38,61,40,30.0,100.0,44,24,35,28.5,37.0
74,Male,162.3,84.6,19,99,1200.0,39,40,63.2,42,29.8,95,46.7,21.8,44,30,33.7
26,female,157,82,18,95.0,110,37,37.0,67,34,22,116,38,21,43,40,38.0
33,MALE,181,,20.0,123,113,27,35.9,,44,33,115.0,35.0,23,37,28,47.3
69,Male,169.5,104,21,117.6,1133.0,45.0,37.1,65,35.0,30,100,43,24,15.7,47,52.5
35,female,155.7,81.1,15.4,133.3,138,32,33.3,63.5,35.0,,94,399.0,21,42,35.0,28.1
64,female,145,90,15,132,119.8,42.6,54.1,59.8,40.0,27,123,39,23,40.0,50.0,40.9
57,female,157,70.0,15.0,85,113,33.9,27,69,34,22.0,114,35,,28,31,27.1
21,FEMALE,166,70.8,15.1,61.2,99,36,27.2,45,37.8,23,94,40.0,21.3,30.4,40.0,34.6
54,m,164.7,51,16.8,91.6,91.5,38,20,54,38,29,99,48,19,34,10,20.9
34,f,159,65.0,17,94,110,35.0,30,59,42.9,23,96,40.0,21,34,44,31.8
25,male,159.7,644.0,17,95.0,103,,36,64,37,30.0,175,48,27,36,22.5,27.1
67,M,170.0,73.2,17,95.1,115,36.3,37,48.2,40.9,,96,43.2,23,29,34,26.8
42,Male,183.8,125,20,109,109,40.0,47,65.0,35.0,32,102,30.0,24,40,40.0,55.6
46,m,180,103.9,20.0,127.1,117,45,32.6,72,41.7,29.7,100,39,22,36,24,46.0
65,F,166.0,79.6,16,132,107,13.8,39,50,40,24,101,37,,35.0,34,29.4
73,F,149,79,16.0,129,119.9,39,40.0,68.6,39.7,31.6,97,38.8,7.9,31.2,51,31.2
37,male,188,195.4,20.0,164.5,125.0,,51,75.0,48,35.4,120.9,49,30.0,47,48,72.7
38,F,158,60,14.6,111.3,115.5,32,30.0,50.0,34,23,99,38.1,25.0,27,31.1,24.8
47,male,184,138.8,18.8,130.8,129.4,41,41,65,40.5,33.0,129.7,40.0,23,37,47,60.8
27,FEMALE,157,61,15.0,56,96.8,31,29.0,57.7,35,28,90.0,,,25.8,39,30.5
20,female,157,68,16,82,100,34,24,68.8,42,30.0,98,38,20,28,40.0,27.8
33,Male,173,82,19.1,97,106.4,40.0,32.8,60,40.0,21.3,95.0,44.2,21,36,30.0,39.9
71,MALE,174.9,99,18.3,117,103,44,35.0,60.0,42.4,,101.1,41,23.4,30,37,39.8
70,male,165,75,15.0,108,96,38,28,63,41,30.0,105.0,45.0,25,,19.0,30.9
31,MALE,169.7,109,20.0,103,129.5,40.0,43,23.2,36.9,35.0,96.5,44,24.4,40,32,56.0
26,Male,175.0,80.0,19,83,129.6,36.1,43,56,47,29.4,104,50.8,25,35,115.0,
39,M,172.9,92,18.3,98,106.7,39,40.8,56,40.6,26,118.9,35.9,26,33,39.7,46.1
58,MALE,179,137,7.5,104.3,128,40,39.3,62,43.7,32.9,125,50.0,,,45.0,55.4
63,FEMALE,155.3,45.0,14,75,125.0,29,,,35,23,83,36,22.1,30.1,36,20.6
55,F,156,82.0,16,113,121,32.0,45,70,40.5,27.8,98,40,24.6,40,41.3,44.4
71,m,169.6,77.8,18,118.6,102,38.3,25.1,58.3,40.0,28,86,45.0,27,30.0,40.0,36.4
71,female,145,51,16,116,117.6,29.9,337.0,49,36,25,121.4,30.7,20.0,37,39,22.5
39,MALE,171,122,20,134.1,120.0,46.5,34,72,,32,120.0,43.5,24.5,42,35,50.3
57,Male,182.2,65.0,16.6,89,102,39,35.0,48,36,30.0,92.4,44.2,20.0,39,30,26.1
