Age,Gender,Weight(Kg),Height(cm),Muscle(%),Body Fat(%),Daily Average Calorie Intake,Daily Average Protein Intake(g),Daily Average Fat Intake(g),Daily Average Carb Intake(g),Daily Average Sugar Intake(g),Exercise per week,Waist circumference (cm),Hip circumference (cm)
73,1,67,173,63,16,1948,87,54,278,62,1,29,29
27,0,47,160,64,20,-225,61,-6,-104,-26,1,17,16
64,1,70,179,66,15,2406,98,67,353,62,2,32,39
38,1,57,158,79,8,1921,74,53,287,65,1,22,39
22,1,82,184,78,13,3730,131,104,568,112,4,26,42
45,0,50,148,46,34,-193,60,-5,-97,-25,0,22,24
19,1,58,180,87,5,3230,93,90,512,102,4,26,35
62,0,51,162,49,25,-290,76,-8,-130,-28,3,23,27
28,0,52,153,55,29,-225,68,-6,-111,-25,1,21,17
54,0,60,154,57,18,-225,78,-6,-121,-19,1,20,29
67,1,73,176,66,14,3300,124,92,494,102,5,21,45
30,1,93,184,77,12,2322,112,64,324,57,0,36,57
21,0,56,164,66,20,-258,78,-7,-127,-21,2,26,15
58,1,74,189,68,14,2291,96,64,333,67,1,30,24
65,1,56,176,64,17,1608,67,45,234,41,0,27,28
21,1,58,171,79,12,3098,93,86,488,103,4,15,28
52,1,70,169,64,20,3002,112,83,452,99,4,27,28
18,1,48,166,75,17,1719,58,48,264,54,0,26,28
24,0,65,167,56,29,-225,84,-6,-127,-26,1,22,25
60,0,40,138,49,26,-193,48,-5,-85,-18,0,19,14
23,1,75,182,86,5,2488,98,69,369,67,1,38,38
32,1,66,176,72,16,1926,79,54,281,62,0,27,36
29,0,55,154,68,16,-258,77,-7,-126,-34,2,24,37
61,1,51,167,72,9,1504,61,42,220,37,0,22,36
55,1,54,175,58,26,1909,70,53,288,64,1,31,20
32,1,58,172,81,7,2100,75,58,320,57,1,25,36
35,1,53,168,77,11,3666,101,102,586,124,7,29,34
26,1,89,187,74,16,2707,116,75,392,88,1,37,32
27,1,59,169,82,8,2729,88,76,423,85,3,16,33
24,0,72,167,59,26,-225,94,-6,-137,-30,1,26,41
23,0,37,140,59,27,-322,59,-9,-119,-30,4,13,23
54,1,70,182,72,11,1887,84,52,271,53,0,41,28
68,1,73,174,62,19,2076,95,58,294,57,1,32,40
27,0,57,168,53,31,-290,86,-8,-140,-29,3,28,51
21,1,54,157,77,14,1990,70,55,304,68,1,21,23
55,0,43,152,49,27,-322,69,-9,-129,-19,4,9,28
65,1,76,189,64,17,3242,122,90,486,88,4,37,34
72,1,67,167,60,20,2446,100,68,358,79,3,24,27
32,1,90,187,76,12,3445,135,96,510,103,3,38,47
43,0,55,166,59,20,-290,82,-8,-136,-26,3,22,33
33,0,65,167,65,17,-225,84,-6,-127,-29,1,35,43
26,0,55,160,65,20,-225,72,-6,-115,-28,1,16,32
61,0,52,150,46,29,-290,78,-8,-132,-24,3,18,40
48,0,66,158,41,39,-258,92,-7,-141,-28,2,28,14
28,1,63,176,78,11,3509,107,97,552,105,5,38,41
57,0,52,158,56,18,-290,78,-8,-132,-23,3,24,38
65,1,75,178,65,16,2776,112,77,409,78,3,38,33
25,0,74,170,64,21,-322,118,-9,-178,-36,4,26,47
55,0,73,172,50,26,-290,110,-8,-164,-35,3,35,43
22,0,58,161,66,20,-258,81,-7,-130,-34,2,19,34
24,0,62,161,66,19,-419,118,-12,-196,-33,7,20,32
61,0,45,156,49,25,-322,72,-9,-132,-37,4,18,20
69,1,68,174,61,20,2855,109,79,427,78,4,27,36
25,1,58,175,73,17,4040,110,112,648,127,7,34,31
58,0,39,143,48,27,-225,51,-6,-94,-15,1,12,15
18,1,62,166,83,9,3145,99,87,492,93,4,29,27
29,1,71,178,75,14,3702,121,103,573,114,5,34,38
21,0,73,158,68,18,-258,102,-7,-151,-29,2,35,42
30,1,69,172,76,13,1944,83,54,282,66,0,25,33
27,1,67,178,72,18,2644,94,73,403,76,2,23,40
30,0,63,166,52,32,-290,94,-8,-148,-32,3,16,36
25,0,69,165,59,26,-225,90,-6,-133,-25,1,40,32
68,0,66,166,46,27,-290,99,-8,-154,-24,3,24,38
25,1,69,170,76,14,1959,83,54,285,63,0,41,39
55,0,58,168,49,27,-193,70,-5,-107,-22,0,20,39
27,1,69,179,75,15,2350,90,65,351,64,1,31,39
38,0,75,166,55,26,-225,98,-6,-141,-33,1,22,41
42,0,50,155,62,17,-386,90,-11,-162,-27,6,19,31
25,1,81,171,76,14,2110,97,59,298,58,0,37,43
32,1,71,182,73,15,2370,92,66,352,67,1,34,47
62,1,56,169,65,17,1836,73,51,271,55,1,28,25
57,1,81,181,72,10,4319,154,120,656,139,7,35,38
52,1,66,170,62,23,2054,86,57,299,59,1,35,27
30,1,79,183,80,9,2862,111,80,424,81,2,43,40
20,1,59,182,80,11,2286,77,64,350,68,1,32,26
67,1,72,166,59,22,2284,101,63,328,70,2,31,43
26,1,52,168,82,8,2023,68,56,312,59,1,24,27
59,0,58,160,47,28,-225,75,-6,-118,-32,1,23,38
19,0,72,158,67,20,-354,122,-10,-188,-31,5,31,46
60,0,55,157,49,26,-354,94,-10,-160,-33,5,20,23
61,0,58,157,42,34,-290,87,-8,-142,-24,3,20,34
23,0,57,154,61,25,-419,108,-12,-186,-40,7,24,20
21,1,73,166,82,9,2001,88,56,286,59,0,31,31
24,1,70,173,78,12,2666,98,74,402,79,2,36,30
27,1,66,166,75,15,3762,119,104,588,117,6,34,31
28,1,57,173,72,17,1820,68,51,272,55,0,30,34
54,0,56,157,49,28,-322,90,-9,-150,-26,4,30,33
27,1,54,184,74,16,1872,65,52,286,63,0,35,28
57,0,70,162,50,26,-322,112,-9,-172,-38,4,27,30
34,0,59,160,47,36,-290,88,-8,-142,-18,3,24,32
22,1,54,178,83,8,3714,97,103,600,116,6,30,17
45,0,75,175,55,24,-258,105,-7,-154,-34,2,27,46
58,1,52,183,64,19,1930,68,54,293,60,1,17,26
23,1,62,177,83,7,2586,87,72,398,76,2,24,32
57,0,58,152,54,21,-258,81,-7,-130,-15,2,26,39
28,0,52,159,63,21,-225,68,-6,-111,-24,1,25,25
25,0,69,162,56,29,-225,90,-6,-133,-33,1,28,64
24,1,66,178,85,5,2984,99,83,460,86,3,34,24
22,1,73,171,86,5,3049,110,85,461,91,3,31,35
35,0,63,167,48,34,-419,120,-12,-198,-34,7,31,33
28,0,49,155,67,17,-225,64,-6,-107,-13,1,20,21
65,1,58,175,62,19,2166,81,60,326,65,2,27,21
29,0,62,160,65,19,-322,99,-9,-159,-30,4,34,47
65,0,55,172,48,25,-258,77,-7,-126,-27,2,20,27
50,1,72,182,67,18,2258,94,63,329,62,1,24,33
51,1,55,165,69,15,1598,66,44,234,50,0,35,28
51,0,66,170,53,24,-225,86,-6,-129,-28,1,36,16
18,1,67,168,69,22,2289,87,64,341,71,1,16,31
24,1,70,177,68,22,2368,91,66,352,64,1,41,44
23,0,51,163,69,17,-258,71,-7,-120,-25,2,25,30
67,1,86,176,59,22,3586,146,100,526,109,5,40,34
24,0,57,154,75,10,-354,97,-10,-163,-31,5,20,23
28,0,60,166,69,15,-258,84,-7,-133,-31,2,29,42
52,1,57,160,75,8,2367,86,66,357,81,3,31,28
29,0,54,163,58,26,-258,76,-7,-125,-29,2,25,33
22,1,64,178,82,9,2306,83,64,350,67,1,28,35
24,1,43,157,83,7,1815,56,50,285,62,1,22,20
26,1,62,180,83,7,2268,81,63,344,70,1,33,22
72,0,46,155,46,25,-225,60,-6,-103,-17,1,14,27
49,0,48,151,55,22,-290,72,-8,-126,-25,3,15,36
63,0,54,160,53,19,-225,70,-6,-113,-30,1,28,29
27,1,75,180,76,14,2792,105,78,418,92,2,38,38
63,0,56,169,44,31,-225,73,-6,-116,-17,1,21,26
18,1,75,184,77,15,2904,105,81,439,80,2,34,38
24,0,47,156,56,29,-258,66,-7,-115,-27,2,9,27
66,0,57,158,44,30,-225,74,-6,-117,-21,1,28,26
23,1,83,192,79,11,2688,108,75,395,78,1,40,37
26,0,52,164,57,28,-225,68,-6,-111,-23,1,21,43
57,0,56,161,54,21,-290,84,-8,-138,-31,3,23,22
33,1,83,180,71,17,2513,108,70,363,79,1,51,40
20,0,58,153,66,21,-290,87,-8,-142,-35,3,34,38
24,1,79,179,79,11,2511,103,70,367,75,1,43,41
55,1,66,172,66,18,2051,86,57,298,57,1,21,36
57,0,54,158,58,16,-225,70,-6,-113,-17,1,15,26
27,0,68,169,63,21,-258,95,-7,-144,-36,2,30,45
20,0,49,158,59,27,-225,64,-6,-107,-18,1,19,26
22,1,70,177,78,13,2042,84,57,298,56,0,26,40
57,0,51,173,53,22,-419,97,-12,-175,-34,7,19,15
59,0,54,155,50,25,-258,76,-7,-125,-25,2,26,29
18,0,62,172,80,8,-225,81,-6,-124,-24,1,17,51
30,1,68,171,79,10,2245,88,62,334,69,1,38,25
66,0,48,161,49,23,-354,82,-10,-148,-42,5,19,33
28,0,38,157,61,23,-193,46,-5,-83,-19,0,12,21
25,0,40,155,55,30,-386,72,-11,-144,-19,6,24,18
43,0,71,172,60,19,-225,92,-6,-135,-20,1,18,35
57,0,55,172,45,31,-290,82,-8,-136,-27,3,21,19
28,1,81,174,72,17,2115,97,59,299,50,0,47,44
65,1,67,177,70,11,2330,94,65,342,74,2,27,33
53,1,60,186,75,8,2404,84,67,366,81,2,26,25
57,0,63,168,52,23,-290,94,-8,-148,-30,3,24,32
28,1,81,179,84,5,2511,105,70,365,60,1,46,36
25,0,70,165,63,22,-193,84,-5,-121,-30,0,27,35
53,0,43,158,49,28,-225,56,-6,-99,-28,1,11,24
62,1,63,174,68,14,1695,76,47,242,47,0,29,29
72,0,61,159,46,25,-258,85,-7,-134,-19,2,18,44
32,1,74,173,78,10,3332,118,93,506,102,4,32,39
58,1,63,171,68,15,2262,88,63,336,69,2,28,29
29,0,51,150,56,28,-354,87,-10,-153,-21,5,19,22
28,1,69,179,77,12,3348,110,93,518,103,4,24,38
21,1,57,167,85,6,2119,74,59,323,64,1,21,27
21,1,59,173,83,8,1886,71,52,284,64,0,27,41
30,0,58,167,55,29,-258,81,-7,-130,-19,2,29,25
47,1,69,189,64,21,2626,97,73,395,78,2,44,29
27,0,50,165,55,29,-225,65,-6,-108,-27,1,19,22
28,0,54,155,54,30,-258,76,-7,-125,-29,2,22,23
47,0,58,167,55,23,-258,81,-7,-130,-34,2,17,14
74,1,82,188,68,10,2282,107,63,322,71,1,37,47
30,0,58,172,58,25,-225,75,-6,-118,-25,1,23,17
25,0,64,163,66,19,-386,115,-11,-187,-36,6,25,39
58,0,65,170,49,26,-322,104,-9,-164,-35,4,32,36
28,1,45,161,75,14,2114,63,59,333,64,2,22,26
26,1,72,180,85,5,3440,115,96,529,101,4,37,37
71,1,60,176,58,23,1890,78,52,278,60,1,30,25
24,1,67,178,79,11,2668,94,74,406,84,2,35,33
55,0,58,145,48,29,-225,75,-6,-118,-23,1,24,17
21,1,68,175,80,11,2008,82,56,294,66,0,36,39
22,1,70,168,70,21,2961,105,82,451,89,3,43,33
66,1,71,174,64,17,3534,128,98,535,110,6,33,35
18,1,59,179,79,13,3572,100,99,570,112,5,28,21
18,1,60,171,77,15,2217,78,62,337,79,1,36,34
18,0,29,167,65,22,-225,38,-6,-81,-12,1,7,21
64,1,87,184,65,16,3069,130,85,446,84,3,33,41
54,1,52,181,70,13,1941,68,54,296,58,1,33,25
26,1,51,168,80,10,2583,76,72,408,85,3,14,26
47,0,50,160,58,20,-322,80,-9,-140,-40,4,19,29
55,0,49,145,51,25,-258,69,-7,-118,-22,2,17,24
24,1,66,166,81,9,2216,86,62,328,63,1,25,34
63,1,76,176,71,10,2790,114,78,408,82,3,38,34
26,0,52,150,68,17,-258,73,-7,-122,-31,2,24,28
50,0,67,167,50,28,-258,94,-7,-143,-25,2,33,35
48,1,68,175,64,21,2154,88,60,316,66,1,40,28
22,1,84,184,79,12,2639,109,73,386,83,1,35,51
20,1,66,169,78,13,1946,79,54,286,58,0,35,36
30,0,58,161,58,25,-354,99,-10,-165,-37,5,21,38
50,0,68,158,49,29,-225,88,-6,-131,-30,1,30,42
25,0,60,157,60,25,-193,72,-5,-109,-26,0,32,48
25,1,56,179,74,16,2806,84,78,442,86,3,34,25
24,1,57,164,84,6,2072,74,58,314,61,1,19,26
23,1,71,171,82,8,3338,114,93,511,107,4,38,31
22,1,78,174,86,5,3172,117,88,478,94,3,28,50
21,1,66,179,78,13,4029,119,112,636,121,6,24,30
22,0,69,169,66,20,-290,104,-8,-158,-23,3,24,44
18,0,67,168,69,18,-193,80,-5,-117,-28,0,23,37
61,1,58,154,72,9,1740,75,48,252,45,1,30,27
74,0,52,155,48,22,-193,62,-5,-99,-20,0,22,23
78,1,70,173,68,9,1955,91,54,276,54,1,31,42
22,0,56,165,66,20,-225,73,-6,-116,-34,1,12,25
45,1,62,173,60,26,2370,87,66,357,68,2,21,37
28,1,84,177,82,7,2174,101,60,308,55,0,41,49
57,1,90,188,75,7,2513,117,70,354,66,1,49,44
27,1,51,172,74,16,3201,87,89,513,98,5,13,27
20,0,75,170,56,30,-193,90,-5,-127,-31,0,31,33
23,0,63,170,64,22,-322,101,-9,-161,-20,4,22,31
65,1,58,168,65,16,2096,81,58,312,63,2,36,18
21,0,48,161,60,26,-258,67,-7,-116,-31,2,7,22
36,1,51,176,72,16,2009,66,56,310,61,1,26,29
54,1,79,177,63,21,2284,103,63,326,66,1,37,43
57,0,49,149,51,24,-258,69,-7,-118,-29,2,12,25
57,1,64,190,65,18,2476,90,69,374,78,2,22,24
19,0,57,164,63,24,-225,74,-6,-117,-15,1,28,37
43,0,57,155,65,14,-258,80,-7,-129,-30,2,15,34
27,1,61,165,78,12,1814,73,50,268,60,0,31,30
57,1,53,162,76,6,2020,74,56,305,70,2,25,23
18,0,46,147,64,23,-225,60,-6,-103,-16,1,26,22
24,0,57,155,69,16,-225,74,-6,-117,-34,1,27,31
24,0,51,161,63,22,-193,61,-5,-98,-21,0,21,22
21,1,60,164,78,13,2440,84,68,373,73,2,27,27
22,0,73,171,60,26,-419,139,-12,-217,-42,7,40,48
57,0,47,163,47,29,-225,61,-6,-104,-15,1,23,21
50,0,77,183,57,20,-225,100,-6,-143,-31,1,32,47
24,1,53,170,69,21,1773,64,49,269,53,0,26,31
56,0,71,175,42,35,-258,99,-7,-148,-40,2,21,41
54,0,56,159,59,16,-193,67,-5,-104,-19,0,16,33
27,0,58,142,65,19,-290,87,-8,-142,-24,3,23,35
28,0,74,169,48,36,-290,111,-8,-166,-29,3,24,42
25,1,80,174,77,13,3182,120,88,478,95,3,31,39
26,0,57,151,61,24,-193,68,-5,-105,-20,0,26,18
46,0,69,177,52,27,-225,90,-6,-133,-36,1,16,54
70,0,81,170,40,34,-322,130,-9,-190,-43,4,41,47
18,0,49,165,68,19,-322,78,-9,-138,-35,4,16,21
60,1,52,168,70,12,2040,73,57,309,68,2,24,41
27,0,37,148,65,19,-258,52,-7,-101,-10,2,11,14
29,0,60,169,49,35,-258,84,-7,-133,-37,2,26,42
66,1,70,177,71,9,2074,91,58,297,55,1,26,37
27,0,59,174,66,18,-225,77,-6,-120,-30,1,32,29
51,1,51,178,73,11,1647,61,46,247,58,0,32,24
46,1,69,180,71,14,2544,97,71,379,74,2,25,35
21,1,66,171,80,11,2280,86,63,342,70,1,22,43
25,1,54,166,81,9,2332,76,65,361,69,2,32,17
25,1,63,174,82,8,1917,76,53,284,46,0,30,32
27,0,56,155,63,21,-290,84,-8,-138,-27,3,23,23
55,1,57,174,76,7,1942,74,54,290,62,1,18,31
56,0,67,166,54,21,-258,94,-7,-143,-27,2,19,37
21,0,67,162,61,25,-225,87,-6,-130,-21,1,29,27
69,0,50,165,46,26,-258,70,-7,-119,-21,2,28,16
22,0,58,168,66,20,-258,81,-7,-130,-19,2,28,26
28,1,54,171,81,8,2358,76,66,365,66,2,25,24
32,0,51,160,61,22,-258,71,-7,-120,-16,2,23,37
63,1,76,177,64,18,2801,114,78,411,75,3,25,29
58,1,70,184,59,25,2191,91,61,320,67,1,34,40
19,0,55,163,67,20,-290,82,-8,-136,-24,3,21,26
28,1,62,177,71,18,2546,87,71,390,68,2,23,24
21,1,89,176,86,5,2646,116,74,379,80,1,37,36
67,0,60,167,40,34,-258,84,-7,-133,-25,2,23,32
24,1,63,171,74,16,2534,88,70,388,78,2,30,33
58,0,59,167,45,31,-225,77,-6,-120,-26,1,26,51
54,0,54,159,41,37,-225,70,-6,-113,-19,1,26,30
54,1,69,175,70,13,3341,117,93,509,96,5,16,28
28,1,81,188,84,5,4810,154,134,747,148,7,35,55
30,1,86,182,79,10,2964,120,82,436,79,2,43,48
24,0,48,150,70,15,-258,67,-7,-116,-16,2,14,34
25,0,62,152,60,25,-225,81,-6,-124,-29,1,22,29
58,1,79,181,66,17,2291,103,64,326,66,1,33,46
49,1,57,180,73,11,1746,68,48,260,51,0,28,37
51,0,61,163,50,27,-419,116,-12,-194,-39,7,24,40
34,0,53,157,58,24,-290,80,-8,-134,-25,3,23,30
20,1,76,181,78,13,2515,99,70,372,66,1,44,30
32,1,48,160,73,15,1590,58,44,240,43,0,27,19
76,1,75,177,69,8,2666,112,74,388,73,3,28,40
24,0,64,167,67,18,-322,102,-9,-162,-32,4,28,41
58,1,73,177,63,20,1862,88,52,260,46,0,38,31
23,0,41,153,70,16,-354,70,-10,-136,-28,5,11,30
19,0,59,160,53,34,-225,77,-6,-120,-28,1,15,36
28,0,47,151,54,30,-290,70,-8,-124,-21,3,19,30
25,1,76,178,79,11,4206,137,117,651,120,6,31,40
48,0,62,166,52,26,-322,99,-9,-159,-32,4,27,33
24,1,52,175,78,12,2698,78,75,428,82,3,18,25
26,0,48,161,66,19,-290,72,-8,-126,-21,3,18,39
19,0,60,164,65,22,-322,96,-9,-156,-30,4,31,19
55,1,72,171,62,22,1822,86,51,255,51,0,24,40
65,0,58,163,46,28,-225,75,-6,-118,-10,1,28,31
51,0,67,172,50,28,-225,87,-6,-130,-20,1,26,42
54,1,77,176,78,5,2568,108,71,374,69,2,36,47
32,1,47,171,82,6,1660,56,46,256,53,0,26,22
66,1,79,179,58,24,2851,118,79,417,82,3,38,52
32,0,57,171,55,28,-322,91,-9,-151,-31,4,15,39
25,0,52,160,69,16,-225,68,-6,-111,-22,1,16,42
62,1,72,177,65,17,3042,115,84,456,87,4,37,34
30,0,53,161,58,25,-225,69,-6,-112,-26,1,27,21
29,1,84,179,72,17,3274,126,91,488,96,3,50,37
28,0,55,155,68,16,-193,66,-5,-103,-27,0,20,26
18,1,46,162,82,10,2775,74,77,446,84,4,18,25
18,0,49,161,65,22,-225,64,-6,-107,-20,1,12,23
55,0,73,173,50,26,-225,95,-6,-138,-29,1,24,45
34,0,38,146,63,19,-354,65,-10,-131,-29,5,17,11
21,1,78,166,75,16,3092,117,86,462,91,3,46,40
24,1,67,173,74,16,2945,100,82,452,93,3,27,46
65,0,71,175,47,26,-258,99,-7,-148,-33,2,35,32
19,0,69,156,65,22,-354,117,-10,-183,-40,5,31,34
32,1,68,181,72,16,2650,95,74,401,81,2,31,29
53,0,58,165,40,39,-225,75,-6,-118,-33,1,27,31
25,0,59,161,73,12,-225,77,-6,-120,-31,1,18,36
28,1,78,182,80,9,2852,109,79,426,81,2,42,32
61,0,50,164,48,26,-225,65,-6,-108,-21,1,23,31
30,0,59,165,54,30,-225,77,-6,-120,-22,1,28,22
59,0,66,169,48,27,-322,106,-9,-166,-28,4,27,26
21,0,66,157,69,17,-258,92,-7,-141,-30,2,27,33
65,0,64,162,46,27,-225,83,-6,-126,-17,1,33,35
53,1,92,191,71,13,3708,147,103,548,101,4,47,48
48,0,71,171,50,29,-225,92,-6,-135,-30,1,35,44
24,1,82,177,78,12,2536,107,70,370,78,1,42,43
22,1,68,183,77,14,2406,88,67,363,75,1,38,38
56,0,64,171,56,19,-225,83,-6,-126,-15,1,26,25
24,0,54,162,65,20,-225,70,-6,-113,-26,1,26,18
27,0,67,165,60,24,-258,94,-7,-143,-27,2,28,37
31,1,48,161,74,15,1604,58,45,242,49,0,23,36
30,0,52,168,65,18,-290,78,-8,-132,-31,3,17,35
24,0,74,172,77,8,-258,104,-7,-153,-29,2,28,56
56,1,57,172,73,10,2192,80,61,331,56,2,36,32
19,0,54,151,66,21,-322,86,-9,-146,-32,4,24,23
48,0,60,168,52,26,-225,78,-6,-121,-24,1,25,47
55,1,68,171,69,14,2366,95,66,348,72,2,21,30
45,1,53,176,73,12,1974,69,55,301,73,1,33,18
58,1,58,164,68,15,1848,75,51,272,58,1,26,45
18,1,61,170,82,10,2540,85,71,390,74,2,34,32
25,0,55,154,70,15,-258,77,-7,-126,-32,2,18,27
28,1,61,179,78,11,2231,79,62,339,65,1,28,30
28,1,71,177,81,8,2354,92,65,350,77,1,37,41
20,1,61,164,83,8,2156,79,60,325,59,1,19,22
58,1,71,177,68,14,2756,106,77,410,80,3,25,39
31,1,49,163,75,14,1902,64,53,292,60,1,16,28
24,1,66,164,69,21,2198,86,61,326,57,1,25,20
26,1,65,175,72,18,2590,91,72,394,74,2,32,39
65,0,62,159,42,32,-225,81,-6,-124,-29,1,17,35
76,1,52,168,61,18,1434,62,40,206,43,0,29,27
21,1,67,168,82,9,2916,100,81,447,85,3,28,32
66,0,52,162,52,19,-193,62,-5,-99,-29,0,13,36
51,0,72,174,53,24,-258,101,-7,-150,-31,2,21,30
56,0,54,176,51,25,-193,65,-5,-102,-15,0,20,26
54,1,61,179,77,6,2049,79,57,305,69,1,12,31
29,0,61,179,60,24,-290,92,-8,-146,-36,3,28,44
31,1,72,186,76,13,2426,94,67,362,63,1,32,36
32,0,56,157,74,8,-193,67,-5,-104,-16,0,22,41
65,1,69,168,66,15,1704,83,47,237,45,0,34,41
30,1,72,171,78,11,2630,101,73,392,75,2,41,34
24,1,59,173,80,10,2490,83,69,384,72,2,35,38
18,1,67,182,87,5,3445,107,96,538,99,4,26,29
18,1,62,164,77,15,2184,81,61,328,79,1,38,31
31,1,60,185,83,5,3855,108,107,615,120,6,26,38
59,0,55,162,54,20,-225,72,-6,-115,-23,1,21,19
59,1,57,168,60,23,2660,91,74,408,81,4,25,27
50,0,57,151,47,31,-290,86,-8,-140,-30,3,17,28
54,1,71,166,66,18,3262,121,91,490,103,5,26,29
58,1,62,171,68,14,2527,93,70,381,72,3,30,37
24,1,67,177,76,14,2326,87,65,348,67,1,31,28
28,1,73,176,71,18,3051,110,85,462,91,3,35,39
26,1,66,180,79,11,3652,112,101,574,117,5,28,23
22,1,66,181,83,8,3372,106,94,526,108,4,28,34
19,0,40,157,60,27,-258,56,-7,-105,-18,2,20,17
21,0,60,164,61,25,-258,84,-7,-133,-27,2,14,32
24,1,79,178,74,16,2502,103,70,365,70,1,29,48
58,1,64,175,76,6,2318,90,64,346,68,2,30,38
23,0,58,170,56,30,-258,81,-7,-130,-19,2,23,29
34,0,62,148,54,28,-193,74,-5,-111,-28,0,21,48
53,0,49,152,56,20,-290,74,-8,-128,-26,3,12,19
55,1,65,182,69,14,3035,104,84,466,95,4,26,26
21,0,55,159,71,15,-322,88,-9,-148,-37,4,37,26
69,0,82,180,42,31,-225,107,-6,-150,-27,1,36,46
42,1,82,181,71,15,2445,107,68,351,57,1,34,43
54,1,70,160,70,13,3731,133,104,566,112,7,24,50
32,0,52,169,64,19,-225,68,-6,-111,-16,1,24,26
24,1,65,181,78,12,2000,78,56,296,53,0,29,37
30,1,63,169,78,11,2158,82,60,322,68,1,30,18
47,1,72,174,72,13,2524,101,70,372,75,2,33,21
60,0,62,173,41,35,-193,74,-5,-111,-26,0,18,24
22,1,64,179,78,13,2977,96,83,462,95,3,31,32
68,0,58,161,42,31,-258,81,-7,-130,-30,2,19,31
22,1,73,182,78,13,3525,117,98,544,103,4,43,36
69,0,60,171,44,29,-258,84,-7,-133,-31,2,28,20
38,1,82,179,73,14,2104,98,58,298,53,0,47,46
58,1,56,171,73,9,2150,78,60,324,61,2,33,39
72,1,64,161,69,10,2582,102,72,382,73,4,27,25
24,0,66,157,54,31,-258,92,-7,-141,-29,2,15,44
24,1,71,175,78,12,2364,92,66,350,65,1,34,22
56,1,48,176,75,7,1827,62,51,280,47,1,25,18
20,0,47,150,63,24,-290,70,-8,-124,-19,3,12,17
23,0,62,163,52,34,-225,81,-6,-124,-27,1,28,27
24,1,58,169,83,7,2434,81,68,374,76,2,36,23
24,1,72,186,85,5,3535,115,98,548,106,4,39,30
28,1,104,196,84,5,2556,125,71,354,67,0,59,57
19,0,53,166,65,22,-258,74,-7,-123,-26,2,27,27
18,1,73,181,76,16,4263,131,118,669,142,6,30,31
58,0,76,171,49,26,-290,114,-8,-168,-38,3,29,31
26,1,59,168,82,8,2727,88,76,423,80,3,26,26
20,1,96,184,72,19,4433,163,123,668,125,5,44,52
27,1,85,182,77,13,2972,119,83,437,91,2,28,41
50,0,49,158,46,33,-322,78,-9,-138,-26,4,23,28
25,0,67,167,60,25,-225,87,-6,-130,-29,1,26,49
27,0,54,173,60,24,-225,70,-6,-113,-23,1,11,24
27,0,61,160,62,22,-225,79,-6,-122,-17,1,25,28
32,0,67,167,56,27,-290,100,-8,-154,-36,3,39,45
19,1,55,183,75,16,2245,72,62,350,67,1,30,22
29,0,51,157,55,29,-258,71,-7,-120,-28,2,19,45
48,0,62,165,55,23,-290,93,-8,-148,-23,3,18,29
24,1,68,180,79,11,3042,102,84,470,95,3,28,46
62,1,54,158,68,14,1712,70,48,250,53,1,20,27
59,1,61,185,67,15,2067,79,57,310,64,1,6,30
18,1,67,161,81,11,3501,114,97,543,98,5,29,27
58,0,65,170,52,23,-258,91,-7,-140,-26,2,22,27
30,1,76,176,76,13,2744,106,76,409,77,2,34,32
54,1,67,177,66,18,2418,94,67,360,75,2,25,28
25,0,55,160,63,22,-225,72,-6,-115,-26,1,29,52
27,0,62,154,63,21,-225,81,-6,-124,-24,1,17,34
57,1,71,186,74,8,2230,92,62,326,75,1,31,34
31,0,76,180,53,30,-290,114,-8,-168,-36,3,36,48
29,1,79,176,72,17,3500,126,97,531,106,4,30,40
20,1,106,193,73,18,3474,148,96,504,103,2,50,50
56,0,67,174,52,24,-290,100,-8,-154,-35,3,24,35
58,1,60,159,76,6,2094,84,58,309,61,2,27,22
29,0,49,161,59,25,-225,64,-6,-107,-24,1,20,12
22,1,78,187,75,16,3319,117,92,506,97,3,34,19
26,1,83,182,84,6,4054,141,113,618,126,5,39,46
66,1,70,180,71,9,2100,91,58,304,63,1,33,32
19,1,58,165,76,15,2130,75,59,325,66,1,29,23
27,1,73,180,73,17,3795,124,105,588,121,5,25,50
22,0,55,156,54,32,-225,72,-6,-115,-26,1,24,23
27,0,75,172,70,14,-225,98,-6,-141,-24,1,19,38
64,1,62,178,59,23,3119,105,87,479,81,5,33,21
59,0,62,165,46,30,-290,93,-8,-148,-31,3,29,40
69,0,47,167,42,31,-225,61,-6,-104,-23,1,15,24
27,0,66,171,61,23,-322,106,-9,-166,-32,4,31,30
47,0,67,167,62,15,-225,87,-6,-130,-28,1,29,42
28,1,65,162,71,18,2138,84,59,318,56,1,21,38
56,0,46,147,53,22,-225,60,-6,-103,-20,1,8,25
25,1,48,159,78,12,1895,62,53,292,56,1,29,26
26,1,70,176,78,12,2345,91,65,349,73,1,24,40
25,1,59,172,71,19,3090,94,86,485,99,4,24,32
73,0,44,158,48,22,-225,57,-6,-100,-24,1,10,8
25,1,85,195,82,8,3118,119,87,465,93,2,23,36
24,0,52,158,72,13,-225,68,-6,-111,-25,1,20,23
32,1,67,177,70,18,3242,107,90,501,97,4,40,48
26,0,44,149,71,14,-258,62,-7,-111,-28,2,14,10
24,0,58,163,59,26,-322,93,-9,-153,-26,4,23,30
26,0,66,169,52,33,-225,86,-6,-129,-27,1,19,27
43,0,62,165,63,16,-258,87,-7,-136,-17,2,26,34
