,Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
1591,LUNCHEON MEAT,"LUNCHEON MEAT,PORK,BEEF",2.33,55,41,0.0,353,12.59,0.0,49.28,15.09,3.74,11.59,32.16
1592,MORTADELLA,"MORTADELLA,BEEF,PORK",3.05,56,72,0.0,311,16.37,0.0,52.3,11.38,3.12,9.51,25.39
1593,OLIVE LOAF,"OLIVE LOAF,PORK",9.2,38,67,0.0,235,11.8,0.0,58.2,7.87,1.93,5.85,16.5
1594,PASTRAMI,"PASTRAMI,TURKEY",1.79,68,67,0.100000001,133,16.3,3.339999914,71.73,2.131,1.635,1.699,6.21
1595,PATE,"PATE,CHICKEN LIVER,CANNED",6.55,391,229,0.0,201,13.45,0.0,65.64,5.28,2.46,4.0,13.1
1596,PATE,"PATE,GOOSE LIVER,SMOKED,CND",4.67,150,0,0.0,462,11.4,0.0,37.04,25.61,0.84,14.45,43.84
1597,PATE,"PATE,LIVER,NOT SPECIFIED,CND",1.5,255,0,0.0,319,14.2,0.0,53.9,12.36,3.16,9.57,28.0
1598,No Category,PEPPERED LOAF  PORK  BF,4.53,46,73,0.0,149,17.3,4.610000134,67.4,3.0,0.5,2.28,6.37
1599,PEPPERONI,"PEPPERONI,PORK,BEEF",0.0,105,77,0.0,494,22.68,0.0,30.72,17.166,3.426,14.86,43.98
1600,PICKLE&PIMIENTO LOAF,"PICKLE&PIMIENTO LOAF,PORK",8.46,58,32,1.5,225,11.23,8.460000038,60.29,7.06,2.804,5.287,15.95
1601,POLISH SAUSAGE,"POLISH SAUSAGE,PORK",1.63,70,0,0.0,326,14.1,0.0,53.15,13.52,3.08,10.33,28.72
1602,LUXURY LOAF,"LUXURY LOAF,PORK",4.9,36,0,0.0,141,18.4,0.0,68.2,2.33,0.51,1.58,4.8
1603,MOTHER'S LOAF,"MOTHER'S LOAF,PORK",7.53,45,0,0.0,282,12.07,0.0,54.9,10.34,2.58,7.95,22.3
1604,PICNIC LOAF,"PICNIC LOAF,PORK,BEEF",4.76,38,0,0.0,232,14.92,0.0,60.2,7.68,1.89,6.07,16.64
1605,PORK SAUSAGE,"PORK SAUSAGE,FRSH,RAW",0.0,72,53,0.0,304,15.09,0.0,56.22,11.814,3.558,8.796,26.53
1606,PORK SAUSAGE,"PORK SAUSAGE,FRSH,CKD",0.0,84,67,0.0,339,19.43,0.0,49.78,12.376,3.727,9.131,28.36
1607,PORK&BF SAUSAGE,"PORK&BF SAUSAGE,FRSH,CKD",2.7,71,59,0.0,396,13.8,0.0,44.55,17.18,3.9,12.96,36.25
1608,TURKEY SAUSAGE,"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",10.77,58,92,0.300000012,200,17.0,0.0,59.59,3.876,2.541,2.871,10.3
1609,No Category,POULTRY SALAD SNDWCH SPRD,7.41,30,50,0.0,200,11.64,0.0,66.17,3.25,6.22,3.45,13.52
1610,No Category,SALAMI  CKD  BF,1.9,71,58,0.0,261,12.6,1.5,60.0,10.648,1.036,9.865,22.2
1611,SALAMI,"SALAMI,CKD,BF&PORK",2.4,89,94,0.0,336,21.85,0.959999979,45.19,11.127,2.529,9.316,25.9
1612,SALAMI,"SALAMI,COOKED,TURKEY",0.77,76,53,0.100000001,168,19.3,1.120000005,68.93,3.172,2.466,2.783,9.21
1613,SALAMI,"SALAMI,DRY OR HARD,PORK",1.6,79,0,0.0,407,22.58,0.0,36.18,16.0,3.74,11.89,33.72
1614,SALAMI,"SALAMI,DRY OR HARD,PORK,BF",3.8,100,106,0.0,385,23.2,0.0,37.15,14.854,2.781,10.612,30.05
1615,SANDWICH SPREAD,"SANDWICH SPREAD,PORK,BEEF",11.94,38,62,0.200000003,235,7.66,0.0,60.28,7.594,2.555,5.977,17.34
1616,SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK",0.18,61,61,0.0,307,11.98,0.939999998,56.49,11.212,3.626,9.313,28.23
1617,SAUSAGE,"SAUSAGE,SMOKED LINK SAUSAGE,PORK & BF",2.42,58,51,0.0,320,12.0,0.0,53.97,12.238,3.927,9.769,28.73
1618,SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",3.97,65,85,0.0,268,13.97,3.0,57.4,9.93,2.26,7.82,21.43
1619,SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,NONFAT DRY MILK",1.92,65,0,0.0,313,13.28,0.0,53.91,12.64,3.02,9.72,27.61
1620,THURINGER,"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",3.33,74,79,0.0,362,17.45,0.850000024,45.18,12.97,1.2,11.51,30.43
1621,No Category,TURKEY BREAST MEAT,4.21,43,66,0.5,104,17.07,3.50999999,74.07,0.494,0.312,0.333,1.66
1622,TURKEY HAM,"TURKEY HAM,CURED TURKEY THIGH MEAT",2.04,72,57,0.200000003,126,17.5,1.429999948,71.92,1.902,1.319,1.526,4.84
1623,TURKEY ROLL,"TURKEY ROLL,LIGHT MEAT",5.03,34,42,0.0,98,14.79,0.0,74.87,0.421,0.255,0.318,1.66
1624,TURKEY ROLL,"TURKEY ROLL,LT&DK MEAT",2.13,55,41,0.0,149,18.14,0.0,70.15,2.3,1.78,2.04,6.99
1625,SAUSAGE,"SAUSAGE,VIENNA,CND,CHICK,BF,PORK",2.6,87,44,0.0,230,10.5,0.0,64.9,9.628,1.29,7.125,19.4
1626,HONEY ROLL SAUSAGE,"HONEY ROLL SAUSAGE,BEEF",2.18,50,0,0.0,182,18.58,0.0,64.78,4.82,0.49,4.08,10.5
1627,SAUSAGE,"SAUSAGE,ITALIAN,PORK,CKD",4.27,57,78,0.100000001,344,19.12,0.860000014,47.13,11.95,3.28,9.535,27.31
1628,LUNCHEON SAUSAGE,"LUNCHEON SAUSAGE,PORK&BF",1.58,64,0,0.0,260,15.38,0.0,58.62,9.93,2.05,7.62,20.9
1629,NEW ENGLAND BRAND SAUSAGE,"NEW ENGLAND BRAND SAUSAGE,PORK,BF",4.83,49,0,0.0,161,17.27,0.0,66.77,3.64,0.72,2.56,7.58
1630,OSCAR MAYER,"OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)",2.4,103,0,0.0,318,10.9,1.399999976,53.7,14.48,3.93,10.49,29.4
1631,OSCAR MAYER,"OSCAR MAYER,BOLOGNA (BEEF)",2.45,64,0,0.0,316,11.05,1.399999976,54.15,15.21,1.11,12.85,29.1
1632,OSCAR MAYER,"OSCAR MAYER,BOLOGNA (BEEF LIGHT)",5.6,44,0,0.0,200,11.75,2.299999952,65.0,7.16,0.47,5.82,14.5
1633,OSCAR MAYER,"OSCAR MAYER,BOLOGNA (FAT FREE)",6.0,25,0,0.0,79,12.6,2.200000048,78.0,0.208,0.127,0.235,0.6
1634,No Category,OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF),5.7,56,0,0.0,202,11.5,2.599999905,64.75,7.3,1.54,5.62,14.75
1635,No Category,OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING),2.6,62,0,0.0,313,11.8,2.200000048,54.7,14.09,1.97,11.14,28.4
1636,OSCAR MAYER,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)",2.6,178,0,0.200000003,331,14.25,1.200000048,50.5,15.48,3.73,10.94,29.35
1637,OSCAR MAYER,"OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)",2.3,160,0,0.100000001,341,14.2,0.699999988,49.6,15.57,3.76,10.89,30.6
1638,No Category,OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED),3.95,53,0,0.0,109,19.85,4.300000191,70.4,0.564,0.218,0.394,1.5
1639,OSCAR MAYER,"OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)",1.7,44,0,0.0,85,18.3,0.899999976,75.8,0.16,0.06,0.17,0.6
1640,No Category,OSCAR MAYER  HAM & CHEESE LOAF,3.75,62,0,0.0,234,13.85,3.299999952,60.5,8.278,1.798,6.561,18.2
1641,OSCAR MAYER,"OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)",3.65,59,0,0.0,180,16.3,2.200000048,65.25,5.829,1.275,4.056,11.15
1642,No Category,OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE),1.83,48,0,0.0,104,16.3,1.0,74.45,1.165,1.314,0.851,3.52
1643,OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,BLD)",1.2,47,0,0.0,104,16.6,0.300000012,74.6,1.727,0.356,1.247,3.7
1644,OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,HONEY)",3.1,45,0,0.0,111,16.7,3.099999905,72.7,1.669,0.314,1.167,3.5
1645,OSCAR MAYER,"OSCAR MAYER,HAM (H2O ,SMOKED,CKD)",0.1,48,0,0.0,99,16.6,0.100000001,75.8,1.673,0.345,1.222,3.6
1646,OSCAR MAYER,"OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)",1.9,38,0,0.0,72,14.6,1.100000024,79.2,0.272,0.136,0.221,0.7
1647,OSCAR MAYER,"OSCAR MAYER,HEAD CHEESE",0.0,91,0,0.0,185,15.7,0.0,67.5,6.913,1.344,4.299,13.5
1648,OSCAR MAYER,"OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED",2.6,211,0,0.0,313,15.2,1.299999952,52.2,13.1,4.1,9.3,26.4
1649,OSCAR MAYER,"OSCAR MAYER,LUNCHEON LOAF (SPICED)",7.0,67,0,0.0,234,13.5,4.599999905,58.6,7.393,2.789,5.367,16.9
1650,OSCAR MAYER,"OSCAR MAYER,OLD FASHIONED LOAF",8.0,61,0,0.0,231,13.1,4.599999905,58.9,7.86,2.64,5.6,16.3
1651,OSCAR MAYER,"OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)",6.9,71,0,0.0,263,9.9,3.200000048,57.5,11.13,2.63,7.02,21.8
1652,OSCAR MAYER,"OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)",9.1,80,0,0.0,269,9.6,6.900000095,55.8,10.43,2.81,6.99,21.6
1653,OSCAR MAYER,"OSCAR MAYER,PORK SAUSAGE LINKS (CKD)",1.0,77,0,0.0,343,16.3,0.899999976,49.5,14.8,3.68,10.69,30.5
1654,OSCAR MAYER,"OSCAR MAYER,SALAMI BF COTTO",1.9,83,0,0.0,206,14.2,1.100000024,64.5,6.91,0.78,6.74,15.7
1655,OSCAR MAYER,"OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)",2.2,80,0,0.0,245,13.4,1.5,60.6,10.15,1.67,8.47,20.3
1656,OSCAR MAYER,"OSCAR MAYER,SALAMI (FOR BEER)",1.9,69,0,0.0,225,13.5,1.100000024,62.9,8.824,1.896,6.388,18.2
1657,OSCAR MAYER,"OSCAR MAYER,SALAMI (GENOA)",1.2,102,0,0.0,388,20.7,0.200000003,39.1,16.75,2.71,12.04,33.3
1658,OSCAR MAYER,"OSCAR MAYER,SALAMI (HARD)",1.6,97,0,0.0,368,25.9,0.200000003,38.25,15.011,2.856,11.085,28.7
1659,OSCAR MAYER,"OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)",15.4,45,0,0.300000012,237,6.5,7.900000095,59.2,7.201,2.483,5.754,16.6
1660,OSCAR MAYER,"OSCAR MAYER,SMOKIE LINKS SAUSAGE",1.7,63,0,0.0,302,12.4,1.600000024,55.5,13.17,2.78,9.38,27.3
1661,No Category,OSCAR MAYER  SMOKIES (BEEF),1.95,62,0,0.0,296,12.25,1.399999976,56.3,12.8,0.9,11.25,26.65
1662,OSCAR MAYER,"OSCAR MAYER,SMOKIES (CHS)",1.8,70,0,0.0,303,12.9,1.5,54.9,12.99,2.7,10.16,27.1
1663,OSCAR MAYER,"OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)",1.8,64,0,0.0,301,12.4,1.399999976,55.5,12.889,2.87,9.444,27.1
1664,OSCAR MAYER,"OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)",1.7,67,0,0.0,315,13.5,0.300000012,53.2,13.19,2.79,11.16,28.2
1665,OSCAR MAYER,"OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT",1.9,80,0,0.0,309,14.6,1.100000024,52.5,12.9,1.13,11.8,27.0
1666,OSCAR MAYER,"OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",0.9,84,0,0.0,304,14.9,0.5,53.3,12.142,2.229,10.727,26.7
1667,OSCAR MAYER,"OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)",3.6,31,0,0.0,80,14.9,1.100000024,77.5,0.15,0.11,0.18,0.6
1668,OSCAR MAYER,"OSCAR MAYER,WIENERS (PORK,TURKEY)",2.7,72,0,0.0,327,10.95,1.799999952,53.35,13.806,4.255,9.467,29.9
1669,OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS)",2.35,56,0,0.0,327,11.35,1.600000024,53.22,14.74,1.36,12.46,30.26
1670,No Category,OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH),2.65,59,0,0.0,324,11.1,1.799999952,53.15,14.62,0.96,12.53,30.1
1671,OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)",5.1,30,0,0.0,78,13.2,3.799999952,78.0,0.19,0.049,0.225,0.5
1672,OSCAR MAYER,"OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)",4.1,49,0,0.0,193,10.7,2.099999905,66.8,7.52,0.99,6.32,14.9
1673,OSCAR MAYER,"OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)",2.8,74,0,0.0,318,12.0,1.799999952,52.9,13.104,3.849,10.025,28.7
1674,OSCAR MAYER,"OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)",4.3,29,0,0.0,73,12.6,2.099999905,78.8,0.21,0.11,0.2,0.6
1675,OSCAR MAYER,"OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)",2.8,62,0,0.0,194,12.1,1.5,66.7,6.763,2.044,5.199,14.9
1676,OSCAR MAYER,"OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)",2.3,55,0,0.0,311,10.9,1.600000024,55.0,14.33,2.67,11.15,28.7
1677,LOUIS RICH,"LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",3.7,52,0,0.0,98,19.7,0.699999988,72.9,0.177,0.081,0.162,0.5
1678,LOUIS RICH,"LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)",2.5,49,0,0.0,101,18.3,1.5,73.7,0.821,0.317,0.541,2.0
1679,LOUIS RICH,"LOUIS RICH,CHICK (WHITE,OVEN RSTD)",2.3,59,0,0.0,128,17.0,1.0,71.5,2.336,0.973,1.452,5.6
1680,LOUIS RICH,"LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)",5.1,94,0,0.0,201,12.7,1.700000048,63.9,6.22,2.98,5.19,14.5
1681,LOUIS RICH,"LOUIS RICH,FRANKS (TURKEY & CHICKEN)",5.3,92,0,0.0,188,11.2,1.5,66.9,5.553,3.163,3.839,13.5
1682,No Category,LOUIS RICH  TURKEY BACON,1.7,90,0,0.0,250,15.1,1.799999952,59.0,7.51,4.7,5.27,20.3
1683,LOUIS RICH,"LOUIS RICH,TURKEY BOLOGNA",4.85,67,0,0.0,184,11.3,1.200000048,67.55,5.31,3.59,3.79,13.2
1684,LOUIS RICH,"LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",3.25,41,0,0.0,99,17.1,0.800000012,74.75,0.585,0.41,0.468,2.0
1685,LOUIS RICH,"LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",2.4,42,0,0.0,100,17.6,1.100000024,74.8,0.74,0.51,0.63,2.3
1686,LOUIS RICH,"LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)",4.5,40,0,0.0,102,19.3,3.900000095,72.0,0.239,0.143,0.234,0.8
1687,LOUIS RICH,"LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",4.5,32,0,0.0,84,15.0,1.700000048,76.5,0.198,0.136,0.205,0.7
1688,LOUIS RICH,"LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)",1.9,40,0,0.0,90,19.1,0.400000006,74.8,0.199,0.133,0.207,0.7
1689,LOUIS RICH,"LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)",1.6,43,0,0.0,94,19.7,0.300000012,74.3,0.33,0.19,0.3,1.0
1690,LOUIS RICH,"LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)",2.2,41,0,0.0,93,19.3,0.600000024,74.0,0.219,0.163,0.234,0.8
1691,LOUIS RICH,"LOUIS RICH,TURKEY HAM (10% H2O)",0.9,67,0,0.0,113,18.2,0.899999976,73.1,1.14,0.7,1.06,4.1
1692,LOUIS RICH,"LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)",15.4,40,0,0.5,276,14.3,0.0,50.7,8.19,5.48,3.39,17.5
1693,LOUIS RICH,"LOUIS RICH,TURKEY SALAMI",0.4,76,0,0.0,147,15.3,0.400000006,71.9,3.146,2.342,2.783,9.4
1694,LOUIS RICH,"LOUIS RICH,TURKEY SALAMI COTTO",0.9,77,0,0.0,149,15.0,0.400000006,71.4,3.92,2.33,2.9,9.5
1695,LOUIS RICH,"LOUIS RICH,TURKEY SMOKED SAUSAGE",3.15,66,0,0.0,161,14.8,2.799999952,69.1,3.56,2.68,2.67,9.9
1696,BUTCHER BOY MEATS,"BUTCHER BOY MEATS,INC.,TURKEY FRANKS",4.66,104,0,0.200000003,239,13.45,2.49000001,59.06,5.542,5.046,5.86,18.17
1697,CARL BUDDIG,"CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",1.0,65,0,0.0,142,19.3,0.0,69.1,0.0,0.3,2.8,6.8
1698,CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",0.7,53,0,0.0,165,17.9,0.0,68.2,0.0,2.1,2.6,10.1
1699,CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED BF",0.6,67,0,0.0,139,19.3,0.0,69.4,0.0,0.3,2.6,6.5
1700,CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",1.8,57,0,0.0,160,17.5,0.0,68.2,0.0,2.7,3.1,9.1
1701,CARL BUDDIG. CKD SMOKED BF PASTRAMI,"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",1.0,65,0,0.0,141,19.6,0.0,69.8,0.0,0.3,3.0,6.5
1702,CARL BUDDIG,"CARL BUDDIG,SMOKED SLICED HAM",1.1,55,0,0.0,163,18.5,0.0,67.0,0.0,1.1,3.1,9.3
1703,No Category,HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND,3.03,70,0,0.0,310,13.24,0.0,52.6,13.78,2.95,9.88,27.24
1704,HORMEL SPAM,"HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",1.35,75,0,0.0,191,15.23,1.25999999,65.72,7.02,1.47,4.49,13.9
1705,No Category,HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,3.78,123,0,0.0,243,30.99,0.0,47.84,4.95,3.5,3.7,11.52
1706,No Category,HORMEL WRANGLER BEEF FRANKS,2.11,67,0,0.0,290,12.58,1.669999957,56.67,13.01,0.89,10.62,25.69
1707,TURKEY,"TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",11.5,21,59,0.600000024,101,8.0,0.0,76.3,1.03,0.33,0.85,2.5
1708,USDA COMMODITY,"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",0.0,98,0,0.0,267,19.76,0.0,58.66,8.71,2.312,5.532,20.26
1709,FRANKFURTER,"FRANKFURTER,BF,PORK,& TURKEY,FAT FREE",11.21,41,75,0.0,109,12.5,0.0,71.5,0.74,0.35,0.5,1.59
1710,LUNCHEON MEAT,"LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)",3.4,76,61,0.0,293,12.5,0.0,55.5,12.34,2.666,8.873,25.1
1711,USDA COMMODITY,"USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW",0.0,73,0,0.0,231,14.95,0.0,64.92,8.061,2.246,4.968,18.56
1712,LUNCHEON MEAT,"LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)",4.6,71,68,0.0,315,13.4,0.0,51.7,13.505,2.019,9.987,26.6
1713,LUNCHEON MEAT,"LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE",1.35,75,64,0.0,196,15.23,1.25999999,65.72,7.02,1.47,4.514,13.9
1714,No Category,BRATWURST  VEAL  CKD,0.0,79,0,0.0,341,13.99,0.0,53.51,13.0,1.614,14.94,31.7
1715,No Category,LIVERWURST SPRD,5.89,118,0,2.5,305,12.38,1.649999976,53.53,12.286,2.427,9.925,25.45
1716,No Category,ROAST BF SPRD,3.73,70,0,0.200000003,223,15.27,0.709999979,61.7,5.587,0.427,6.4,16.28
1717,No Category,SALAMI  PORK  BF  LESS NA,15.38,90,0,0.200000003,396,15.01,6.210000038,33.74,13.32,3.067,10.58,30.5
1718,No Category,SAUSAGE  ITALIAN  SWT  LINKS,2.1,30,0,0.0,149,16.13,0.0,71.6,3.629,0.493,3.257,8.42
1719,No Category,SAUSAGE  POLISH  BF W/ CHICK  HOT,3.6,66,0,0.0,259,17.6,0.0,55.2,9.7,0.79,8.01,19.4
1720,No Category,SAUSAGE  POLISH  PORK & BF  SMOKED,1.98,71,0,0.0,301,12.07,0.0,56.58,12.302,2.826,9.207,26.56
1721,No Category,SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED,2.13,63,0,0.0,296,12.89,0.109999999,56.11,12.357,2.735,9.482,25.84
1722,No Category,SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS,1.82,89,0,0.200000003,426,19.43,0.119999997,36.2,13.68,3.02,10.47,37.91
1723,No Category,SAUSAGE  TURKEY  BRKFST LINKS  MILD,1.56,160,34,0.0,231,15.42,0.0,63.12,5.158,4.657,3.839,18.09
1724,No Category,SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,1.6,61,0,0.0,307,12.69,0.0,55.31,13.68,3.02,0.0,27.37
1725,No Category,BACON & BF STKS,0.8,102,0,0.0,517,29.1,0.800000012,21.6,21.9,4.3,16.0,44.2
1726,No Category,BRATWURST  BF & PORK  SMOKED,2.0,78,0,0.0,297,12.2,0.0,56.65,8.0,1.58,6.08,26.34
1727,BRATWURST,"BRATWURST,CHICK,CKD",0.0,71,0,0.0,176,19.44,0.0,70.28,0.0,0.0,0.0,10.35
1728,No Category,BRATWURST  PORK  BF & TURKEY  LITE  SMOKED,1.62,56,0,0.0,186,14.45,1.570000052,65.89,7.165,0.846,0.0,13.53
1729,No Category,PASTRAMI  BF  98% FAT-FREE,1.54,47,0,0.0,95,19.6,0.0,74.3,0.56,0.04,0.0,1.16
1730,No Category,SALAMI  ITALIAN  PORK,1.2,80,0,0.0,425,21.7,1.200000048,34.6,18.2,3.6,13.1,37.0
1731,No Category,SAUSAGE  ITALIAN  TURKEY  SMOKED,4.65,53,0,0.899999976,158,15.05,3.200000048,68.5,0.0,0.0,0.0,8.75
1732,No Category,SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED,8.1,120,0,0.0,216,13.6,1.899999976,60.5,7.165,0.846,4.8,14.3
1733,No Category,SAUSAGE  TURKEY  HOT  SMOKED,4.65,53,41,0.899999976,158,15.05,3.200000048,68.5,2.38,1.572,3.401,8.75
1734,YACHTWURST,"YACHTWURST,W/ PISTACHIO NUTS,CKD",1.4,64,0,0.0,268,14.8,0.0,58.2,0.0,0.0,7.9,22.6
1735,No Category,BEERWURST  PORK & BF,4.27,62,0,0.899999976,276,14.0,0.0,56.71,10.105,2.08,8.438,22.53
1736,No Category,CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,2.25,36,0,0.0,80,16.8,0.200000003,76.73,0.16,0.06,0.13,0.39
1737,No Category,CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,2.17,36,0,0.0,79,16.79,0.100000001,76.71,0.121,0.073,0.13,0.39
1738,KIELBASA,"KIELBASA,POLISH,TURKEY & BF,SMOKED",3.9,70,0,0.0,226,13.1,0.0,62.0,8.27,2.33,6.23,17.6
1739,No Category,OVEN-ROASTED CHICK BREAST ROLL,1.79,39,0,0.0,134,14.59,0.430000007,72.98,2.816,1.456,2.48,7.65
1740,No Category,BOLOGNA  PORK & TURKEY  LITE,3.45,79,0,0.0,211,13.06,0.0,64.87,7.548,3.051,5.46,16.06
1741,No Category,BOLOGNA  PORK  TURKEY & BF,6.66,75,0,0.0,336,11.56,1.350000024,45.37,12.789,2.512,11.7,29.25
1742,No Category,HAM  HONEY  SMOKED  CKD,7.27,22,0,0.0,122,17.93,0.0,69.94,1.67,0.314,1.167,2.37
1743,FRANKFURTER,"FRANKFURTER,PORK",0.28,66,0,0.100000001,269,12.81,0.0,59.85,10.89,2.233,8.719,23.68
1744,No Category,MACARONI & CHS LOAF  CHICK  PORK & BF,11.63,44,0,0.0,228,11.76,0.0,57.63,7.614,1.657,5.614,14.96
1745,No Category,SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA,6.4,89,0,0.0,350,21.8,0.0,40.5,13.2,2.29,9.75,26.4
1746,No Category,PATE  TRUFFLE FLAVOR,6.3,105,0,0.0,327,11.2,0.0,51.8,13.6,3.42,10.1,28.5
1747,TURKEY,"TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE",1.31,48,0,0.0,95,20.9,0.0,73.5,0.25,0.19,0.22,0.69
1748,No Category,TURKEY  WHITE  ROTISSERIE  DELI CUT,7.7,55,0,0.400000006,112,13.5,4.0,72.0,0.591,0.37,0.118,3.0
1749,No Category,FRANKFURTER  BF  HTD,3.77,56,0,0.0,326,11.54,3.390000105,52.18,14.321,1.064,11.436,29.46
1750,No Category,FRANKFURTER  MEAT  HTD,4.9,73,0,0.0,278,9.77,0.0,57.82,0.0,0.0,0.0,24.31
1751,No Category,FRANKFURTER  MEAT,4.17,77,0,0.0,290,10.26,0.0,56.31,0.0,0.0,0.0,25.76
1752,SCRAPPLE,"SCRAPPLE,PORK",14.06,49,72,0.300000012,213,8.06,0.200000003,62.47,6.156,1.664,4.732,13.87
1753,BOLOGNA,"BOLOGNA,CHICK,TURKEY,PORK",5.65,80,53,0.0,298,9.88,0.0,55.25,10.555,4.672,7.99,26.18
1754,PORK SAUSAGE,"PORK SAUSAGE,PRE-COOKED",0.0,74,52,0.0,378,14.49,0.0,47.97,15.17,4.869,11.662,35.04
1755,BEEF SAUSAGE,"BEEF SAUSAGE,PRE-COOKED",0.03,83,43,0.0,405,15.5,0.0,43.75,16.387,0.879,15.098,37.57
1756,TURKEY SAUSAGE,"TURKEY SAUSAGE,FRSH,RAW",0.47,75,0,0.0,155,18.79,0.0,70.42,2.624,2.386,1.963,8.08
1757,BEEF SAUSAGE,"BEEF SAUSAGE,FRSH,CKD",0.35,82,51,0.0,332,18.21,0.0,51.12,12.639,0.663,10.905,27.98
1758,PORK & TURKEY SAUSAGE,"PORK & TURKEY SAUSAGE,PRE-COOKED",3.63,72,0,0.0,342,12.05,0.0,50.68,13.054,4.504,9.881,30.64
